Symbol,Company Name,Industry,Market Cap
MTCR,Metacrine,Biotechnology,22126245
MTD,Mettler-Toledo International,Life Sciences Tools & Services,27901757435
MTDR,Matador Resources Company,"Oil, Gas & Consumable Fuels",6065718750
MTEK,Maris-Tech,Electronic Components,10477272
MTEM,Molecular Templates,Biotechnology,50705280
MTEX,"Mannatech,",Personal Products,30805576
MTG,MGIC Investment,Thrifts & Mortgage Finance,4309645822
MTH,Meritage Homes,Household Durables,3191731186
MTL,Mechel PAO,Metals & Mining,1206171006
MTLS,Materialise NV,Software,826298365
MTMT,Mega Matrix,Rental & Leasing Services,22746576
MTN,Vail Resorts,"Hotels, Restaurants & Leisure",9332510592
MTNB,Matinas BioPharma Holdings,Biotechnology,197347151
MTOR,Meritor,Machinery,2577018099
MTP,Midatech Pharma,Biotechnology,13009020
MTR,Mesa Royalty Trust,"Oil, Gas & Consumable Fuels",21356741
MTRN,Materion,Metals & Mining,1582044282
MTRX,Matrix Service Company,Energy Equipment & Services,143864974
MTRY,Monterey Bio Acquisition,Blank Check / SPAC,144468750
MTSI,MACOM Technology Solutions Holdings,Semiconductors & Semiconductor Equipment,3645488375
MTTR,Matterport,Software-Application,1130671742
MTVC,Motive Capital Corp II,Blank Check / SPAC,423730974
MTW,The Manitowoc Company,Machinery,388511200
MTX,Minerals Technologies,Chemicals,2132887130
MTZ,MasTec,Construction & Engineering,5197616085
MU,Micron Technology,Semiconductors & Semiconductor Equipment,66354470875
MUDS,Mudrick Capital Acquisition II,Blank Check / SPAC,399660411
MUFG,Mitsubishi UFJ Financial Group,Banks,68045352958
MULN,Mullen Automotive,Automobiles,487061215
MUR,Murphy Oil,"Oil, Gas & Consumable Fuels",4995210217
MURF,Murphy Canyon Acquisition,Blank Check / SPAC,150901200
MUSA,Murphy USA,Specialty Retail,6555729408
MUX,McEwen Mining,Metals & Mining,154613983
MVBF,MVB Financial,Banks,390772174
MVIS,MicroVision,"Electronic Equipment, Instruments & C...",758313918
MVST,Microvast Holdings,Electrical Equipment & Parts,692814335
MWA,Mueller Water Products,Machinery,1964382712
MX,MagnaChip Semiconductor,Semiconductors & Semiconductor Equipment,721901951
MXC,Mexco Energy,"Oil, Gas & Consumable Fuels",34347731
MXCT,MaxCyte,Medical Devices,541208189
MXL,MaxLinear,Semiconductors & Semiconductor Equipment,3020335614
MYE,Myers Industries,Containers & Packaging,840270968
MYFW,First Western Financial,Banks,271028185
MYGN,Myriad Genetics,Biotechnology,1945912182
MYMD,MyMD Pharmaceuticals,Biotechnology,149759005
MYNA,Mynaric AG,Communication Equipment,202350541
MYNZ,Mainz Biomed B.V.,Diagnostics & Research,132130690
MYO,Myomo,Health Care Equipment & Supplies,12798715
MYOV,Myovant Sciences,Biotechnology,1122058746
MYPS,PLAYSTUDIOS,Electronic Gaming & Multimedia,503421213
MYRG,MYR Group,Construction & Engineering,1542308059
MYSZ,My Size,Software,5765768
MYTE,MYT Netherlands Parent B.V.,Luxury Goods,1054457589
NA,Nano Labs,Semiconductors,566702400
NAAC,North Atlantic Acquisition,Blank Check / SPAC,469156894
NAAS,NaaS Technology,Specialty Retail,1317084030
NABL,N-able,Information Technology Services,1723643132
NAII,Natural Alternatives International,Personal Products,62796094
NAK,Northern Dynasty Minerals,Metals & Mining,143213679
NAOV,NanoVibronix,Health Care Equipment & Supplies,19119697
NAPA,The Duckhorn Portfolio,Beverages-Wineries & Distilleries,2082526719
NARI,Inari Medical,Health Care Equipment & Supplies,3817059774
NAT,Nordic American Tankers,"Oil, Gas & Consumable Fuels",510232669
NATH,Nathan's Famous,"Hotels, Restaurants & Leisure",225921735
NATI,National Instruments,"Electronic Equipment, Instruments & C...",4501891577
NATR,Nature's Sunshine Products,Personal Products,206238121
NAUT,Nautilus Biotechnology,Biotechnology,328579680
NAVB,Navidea Biopharmaceuticals,Biotechnology,18531621
NAVI,Navient,Consumer Finance,2321872890
NBEV,NewAge,Beverages,42575767
NBHC,National Bank Holdings,Banks,1234586877
NBIX,Neurocrine Biosciences,Biotechnology,9103681532
NBN,Northeast Bank,Banks,303359909
NBR,Nabors Industries,Energy Equipment & Services,1148630716
NBRV,Nabriva Therapeutics,Pharmaceuticals,11097528
NBSE,NeuBase Therapeutics,Biotechnology,31290939
NBST,Newbury Street Acquisition,Blank Check / SPAC,163285640
NBTB,NBT Bancorp,Banks,1712615778
NBTX,Nanobiotix,Biotechnology,111602880
NBY,NovaBay Pharmaceuticals,Pharmaceuticals,12544226
NC,NACCO Industries,"Oil, Gas & Consumable Fuels",276642192
NCAC,Newcourt Acquisition,Blank Check / SPAC,328056989
NCLH,Norwegian Cruise Line Holdings,"Hotels, Restaurants & Leisure",4953773559
NCMI,National CineMedia,Media,94017560
NCNA,NuCana,Biotechnology,116136095
NCNO,nCino,Software,3460248568
NCR,NCR Corporation,"Technology Hardware, Storage & Periph...",4245528062
NCSM,NCS Multistage Holdings,Energy Equipment & Services,77210098
NCTY,The9 Limited,Entertainment,34883896
NDAC,Nightdragon Acquisition,Blank Check / SPAC,433651229
NDAQ,Nasdaq,Capital Markets,28324616172
NDLS,Noodles & Company,"Hotels, Restaurants & Leisure",226881755
NDRA,ENDRA Life Sciences,Health Care Equipment & Supplies,16109496
NDSN,Nordson,Machinery,12520894413
NE,Noble,Oil & Gas Drilling,1797611624
NECB,NorthEast Community Bancorp,Thrifts & Mortgage Finance,200301704
NEE,NextEra Energy,Electric Utilities,1.59085E+11
NEGG,Newegg Commerce,Internet & Direct Marketing Retail,1311153917
NEM,Newmont,Metals & Mining,35388899293
NEN,New England Realty Associates LP,Real Estate Management & Development,287943030
NEO,NeoGenomics,Life Sciences Tools & Services,1181458297
NEOG,Neogen,Health Care Equipment & Supplies,2373505532
NEON,Neonode,"Electronic Equipment, Instruments & C...",65572080
NEP,NextEra Energy Partners LP,Independent Power and Renewable Elect...,6772843968
NEPH,Nephros,Household Durables,15591706
NEPT,Neptune Wellness Solutions,Personal Products,9639624
NERV,Minerva Neurosciences,Biotechnology,13510705
NESR,National Energy Services Reunited,Energy Equipment & Services,652318975
NET,Cloudflare,Software,16243340279
NETC,Nabors Energy Transition,Blank Check / SPAC,345690010
NETI,Eneti,Marine,257468590
NEU,NewMarket,Chemicals,3171265975
NEWP,New Pacific Metals,"Electronic Equipment, Instruments & C...",423199998
NEWR,New Relic,Software,4059766011
NEWT,Newtek Business Services,Capital Markets,488295790
NEX,NexTier Oilfield Solutions,Energy Equipment & Services,2157278204
NEXA,Nexa Resources,Metals & Mining,707224254
NEXI,NexImmune,Biotechnology,29922755
NEXT,NextDecade,"Oil, Gas & Consumable Fuels",689185789
NFBK,Northfield Bancorp,Thrifts & Mortgage Finance,674771700
NFE,New Fortress Energy,"Oil, Gas & Consumable Fuels",9356624885
NFG,National Fuel Gas Company,Gas Utilities,6240022479
NFGC,New Found Gold,Gold,637257706
NFLX,Netflix,Entertainment,97172701067
NFNT,Infinite Acquisition,Blank Check / SPAC,340860000
NFYS,Enphys Acquisition,Blank Check / SPAC,417018750
NG,NovaGold Resources,Metals & Mining,1521006203
NGC,Northern Genesis Acquisition III,Blank Check / SPAC,211250760
NGD,New Gold,Metals & Mining,482176479
NGG,National Grid,Multi-Utilities,49322180602
NGL,NGL Energy Partners LP,"Oil, Gas & Consumable Fuels",188202558
NGM,NGM Biopharmaceuticals,Pharmaceuticals,1217390592
NGMS,NeoGames,"Hotels, Restaurants & Leisure",406773049
NGS,Natural Gas Services Group,Energy Equipment & Services,125768160
NGVC,Natural Grocers by Vitamin Cottage,Food & Staples Retailing,378022256
NGVT,Ingevity,Chemicals,2499019745
NH,NantHealth,Health Care Technology,62408551
NHC,National HealthCare,Health Care Providers & Services,1082998000
NHI,National Health Investors,Equity Real Estate Investment Trusts ...,2891364060
NHIC,NewHold Investment II,Blank Check / SPAC,192366299
NHTC,Natural Health Trends,Personal Products,58940100
NHWK,NightHawk Biosciences,Biotechnology,65406987
NI,NiSource,Multi-Utilities,11780317159
NIC,Nicolet Bankshares,Banks-Regional,1067631182
NICE,NICE Ltd.,Software,13476838293
NICK,Nicholas Financial,Consumer Finance,72579990
NILE,BitNile Holdings,Aerospace & Defense,99798047
NINE,Nine Energy Service,Energy Equipment & Services,82125694
NIO,NIO Inc.,Automobiles,34297798648
NISN,Nisun International Enterprise Development Group,Credit Services,31473013
NIU,Niu Technologies,Automobiles,498465530
NJR,New Jersey Resources,Gas Utilities,4263410939
NKE,"Nike, Inc.","Textiles, Apparel & Luxury Goods",1.71412E+11
NKLA,Nikola,Machinery,2429966075
NKSH,National Bankshares,Banks,188813193
NKTR,Nektar Therapeutics,Pharmaceuticals,692939261
NKTX,Nkarta,Biotechnology,653942780
NL,NL Industries,Commercial Services & Supplies,481682648
NLIT,Northern Lights Acquisition,Blank Check / SPAC,143070254
NLOK,NortonLifeLock,Software,14368185329
NLS,Nautilus,Leisure Products,57271215
NLSN,Nielsen Holdings,Professional Services,8618023916
NLSP,NLS Pharmaceutics,Biotechnology,7434510
NLTX,Neoleukin Therapeutics,Biotechnology,49729680
NLY,Annaly Capital Management,Mortgage Real Estate Investment Trust...,10115409917
NM,Navios Maritime Holdings,Marine,50669946
NMFC,New Mountain Finance,Capital Markets,1246876410
NMG,Nouveau Monde Graphite,Other Industrial Metals & Mining,203622639
NMIH,NMI Holdings,Thrifts & Mortgage Finance,1588157550
NMM,Navios Maritime Partners,Marine,724126458
NMMC,North Mountain Merger,Shell Companies,164485440
NMR,Nomura Holdings,Capital Markets,11235819519
NMRD,Nemaura Medical,Health Care Equipment & Supplies,49169916
NMRK,Newmark Group,Real Estate Management & Development,2740775669
NMTC,NeuroOne Medical Technologies,Health Care Equipment & Supplies,17650915
NMTR,9 Meters Biopharma,Pharmaceuticals,59698251
NN,NextNav,Internet Content & Information,262672032
NNBR,"NN, Inc.",Machinery,123331743
NNDM,Nano Dimension,"Technology Hardware, Storage & Periph...",849462847
NNI,Nelnet,Consumer Finance,3485957808
NNN,National Retail Properties,Equity Real Estate Investment Trusts ...,8165788666
NNOX,Nano-X Imaging,Health Care Equipment & Supplies,676003579
NNVC,NanoViricides,Biotechnology,24725560
NOA,North American Construction Group,Energy Equipment & Services,337104439
NOAC,Natural Order Acquisition,Blank Check / SPAC,285200000
NOAH,Noah Holdings,Capital Markets,1105346931
NOC,Northrop Grumman,Aerospace & Defense,70466322413
NODK,NI Holdings,Insurance,301539840
NOG,Northern Oil & Gas,"Oil, Gas & Consumable Fuels",2150712054
NOK,Nokia,Communications Equipment,28856375294
NOMD,Nomad Foods,Food Products,3331048944
NOTV,Inotiv,Life Sciences Tools & Services,419725040
NOV,NOV Inc.,Energy Equipment & Services,6076585462
NOVA,Sunnova Energy International,Independent Power and Renewable Elect...,2189375738
NOVN,Novan,Pharmaceuticals,59375664
NOVT,Novanta,"Electronic Equipment, Instruments & C...",5287077787
NOVV,Nova Vision Acquisition,Blank Check / SPAC,75706249
NOW,ServiceNow,Software,88202403520
NPAB,New Providence Acquisition II,Blank Check / SPAC,311562490
NPCE,NeuroPace,Medical Devices,140988363
NPK,National Presto Industries,Aerospace & Defense,487130524
NPO,EnPro Industries,Machinery,1837073663
NPTN,NeoPhotonics,Semiconductors & Semiconductor Equipment,842210743
NR,Newpark Resources,Energy Equipment & Services,302918174
NRAC,Noble Rock Acquisition,Blank Check / SPAC,297044990
NRBO,NeuroBo Pharmaceuticals,Biotechnology,13144240
NRC,National Research,Health Care Providers & Services,963937705
NRDS,NerdWallet,Credit Services,644568635
NRDY,Nerdy,Software-Application,193864655
NREF,NexPoint Real Estate Finance,REIT-Mortgage,579329070
NRG,NRG Energy,Independent Power and Renewable Elect...,8530359800
NRGV,Energy Vault Holdings,Electrical Equipment,688853694
NRIM,Northrim BanCorp,Banks,239816727
NRIX,Nurix Therapeutics,Biotechnology,744673277
NRP,Natural Resource Partners LP,"Oil, Gas & Consumable Fuels",503616620
NRSN,NeuroSense Therapeutics,Biotechnology,22647560
NRT,North European Oil Royalty Trust,"Oil, Gas & Consumable Fuels",142821768
NRXP,NRx Pharmaceuticals,Biotechnology,35659759
NRZ,New Residential Investment,Mortgage Real Estate Investment Trust...,4821909503
NS,NuStar Energy,"Oil, Gas & Consumable Fuels",1639102580
NSA,National Storage Affiliates Trust,Equity Real Estate Investment Trusts ...,6699575792
NSC,Norfolk Southern,Road & Rail,58844413749
NSIT,Insight Enterprises,"Electronic Equipment, Instruments & C...",3192471796
NSP,Insperity,Professional Services,3977519536
NSPR,InspireMD,Health Care Equipment & Supplies,15314688
NSR,Nomad Royalty Company,Other Precious Metals & Mining,396491162
NSSC,Napco Security Technologies,"Electronic Equipment, Instruments & C...",906215420
NSTB,Northern Star Investment II,Blank Check / SPAC,492999960
NSTC,Northern Star Investment III,Blank Check / SPAC,492500029
NSTD,Northern Star Investment IV,Blank Check / SPAC,491500000
NSTG,NanoString Technologies,Life Sciences Tools & Services,537959098
NSTS,NSTS Bancorp,Banks-Regional,58837753
NSYS,Nortech Systems,"Electronic Equipment, Instruments & C...",31970155
NTAP,NetApp,"Technology Hardware, Storage & Periph...",15299711954
NTB,The Bank of N.T. Butterfield & Son,Banks,1712439280
NTCO,Natura &Co Holding,Personal Products,3948393726
NTCT,NetScout Systems,Communications Equipment,2388985086
NTES,NetEase,Entertainment,64389390295
NTGR,Netgear,Communications Equipment,567941494
NTIC,Northern Technologies International,Chemicals,96017792
NTIP,Network-1 Technologies,Communications Equipment,53975579
NTLA,Intellia Therapeutics,Biotechnology,4966155225
NTNX,Nutanix,Software,3308336382
NTP,Nam Tai Property,Real Estate Management & Development,165472478
NTR,Nutrien,Chemicals,45380718555
NTRA,Natera,Biotechnology,4357236221
NTRB,Nutriband,Biotechnology,40277245
NTRS,Northern Trust,Capital Markets,20325386175
NTST,NetSTREIT,Equity Real Estate Investment Trusts ...,1068281650
NTWK,NetSol Technologies,Software,36795675
NTZ,Natuzzi S.p.A,Household Durables,94347160
NU,Nu Holdings,Banks-Diversified,19177558013
NUBI,Nubia Brand International,Blank Check / SPAC,136000000
NUE,Nucor,Metals & Mining,32026880000
NURO,NeuroMetrix,Health Care Equipment & Supplies,24243644
NUS,Nu Skin Enterprises,Personal Products,2143891817
NUTX, Nutex Health,Health Information Services,1773907581
NUVA,NuVasive,Health Care Equipment & Supplies,2677509347
NUVB,Nuvation Bio,Biotechnology,719825663
NUVL,Nuvalent,Biotechnology,765776884
NUWE,Nuwellis,Medical Devices,6632364
NUZE,NuZee,Food Products,23353320
NVAC,NorthView Acquisition,Blank Check / SPAC,239271100
NVAX,Novavax,Biotechnology,4337251312
NVCN,Neovasc,Health Care Equipment & Supplies,18177863
NVCR,Novocure,Health Care Equipment & Supplies,7464303034
NVCT,Nuvectis Pharma,Biotechnology,141549114
NVDA,NVIDIA,Semiconductors & Semiconductor Equipment,4.24238E+11
NVEC,NVE Corporation,Semiconductors & Semiconductor Equipment,243860298
NVEE,NV5 Global,Construction & Engineering,1963434678
NVEI,Nuvei,Software-Infrastructure,4797611517
NVFY,Nova Lifestyle,Household Durables,5299340
NVGS,Navigator Holdings,"Oil, Gas & Consumable Fuels",877370552
NVIV,Invivo Therapeutics Holdings,Health Care Equipment & Supplies,5300506
NVMI,Nova Ltd.,Semiconductors & Semiconductor Equipment,2938242804
NVNO,enVVeno Medical,Medical Devices,49874862
NVO,Novo Nordisk,Pharmaceuticals,2.6305E+11
NVOS,Novo Integrated Sciences,Health Care Providers & Services,59871688
NVR,"NVR, Inc.",Household Durables,14687817306
NVRO,Nevro,Health Care Equipment & Supplies,1537366520
NVS,Novartis AG,Pharmaceuticals,1.87895E+11
NVSA,New Vista Acquisition,Blank Check / SPAC,341205019
NVST,Envista Holdings,Health Care Equipment & Supplies,6361615847
NVT,nVent Electric,Electrical Equipment,5457845759
NVTA,Invitae,Biotechnology,490678462
NVTS,Navitas Semiconductor,Semiconductors,594953724
NVVE,Nuvve Holding,Specialty Retail,68099061
NVX,NOVONIX,Electrical Equipment & Parts,841707065
NWBI,Northwest Bancshares,Thrifts & Mortgage Finance,1704249459
NWE,NorthWestern,Multi-Utilities,3108654299
NWFL,Norwood Financial,Banks,201801401
NWG,NatWest Group,Banks,29449320443
NWL,Newell Brands,Household Durables,8270000120
NWLI,National Western Life Group,Insurance,740802714
NWN,Northwest Natural Holding Company,Gas Utilities,1810766821
NWPX,Northwest Pipe Company,Construction & Engineering,294504606
NWS,News Corporation,Media,9918489599
NWSA,News Corporation,Media,9941847026
NX,Quanex Building Products,Building Products,793311104
NXE,NexGen Energy,"Oil, Gas & Consumable Fuels",1873458685
NXGL,NexGel,Medical Instruments & Supplies,10169319
NXGN,NextGen Healthcare,Health Care Technology,1242703476
NXPI,NXP Semiconductors NV,Semiconductors & Semiconductor Equipment,45720444843
NXPL,NextPlat,Software-Application,19236717
NXRT,NexPoint Residential Trust,Equity Real Estate Investment Trusts ...,3118744282
NXST,Nexstar Media Group,Media,7445300729
NXTC,NextCure,Biotechnology,120145376
NXTP,NextPlay Technologies,Software-Infrastructure,33133551
NYC,New York City REIT,REIT-Office,54218340
NYCB,New York Community Bancorp,Thrifts & Mortgage Finance,4450872311
NYMT,New York Mortgage Trust,Mortgage Real Estate Investment Trust...,1120872062
NYMX,Nymox Pharmaceutical,Biotechnology,29359056
NYT,The New York Times Company,Media,5131025907
NYXH,Nyxoah,Medical Instruments & Supplies,282179005
O,Realty Income,Equity Real Estate Investment Trusts ...,43080433639
OB,Outbrain,Internet Content & Information,307698235
OBCI,Ocean Bio-Chem,Household Products,123437191
OBE,Obsidian Energy,Oil & Gas E&P,610272057
OBLG,Oblong,Software-Application,9688549
OBNK,Origin Bancorp,Banks,979270440
OBSV,ObsEva,Biotechnology,135592704
OBT,Orange County Bancorp,Banks-Regional,206184599
OC,Owens Corning,Building Products,8117679084
OCAX,OCA Acquisition,Blank Check / SPAC,187435755
OCC,Optical Cable,Communications Equipment,26605677
OCCI,OFS Credit Company,Asset Management,105966796
OCFC,OceanFirst Financial,Thrifts & Mortgage Finance,1203839354
OCFT,OneConnect Financial Technology Co.,Software,610816254
OCG,Oriental Culture Holding,Internet Retail,51769962
OCGN,Ocugen,Biotechnology,594115197
OCN,Ocwen Financial,Thrifts & Mortgage Finance,312481856
